# laser_deposition ray paths
# step 0 time 6.91752681e-17 ray_stride 16 ray_step_stride 40
# one row per recorded point; rows are grouped by ray and ordered along the march
# P [W] is the power still carried; ne [m^-3] is at the point; turned = 1 on the step the near-critical specular branch fired
# iray istep x z P ne turned
80 2720 -2.00689211e-05 1.27347569e-04 2.25784161e-04 0.00000000e+00 0
80 2760 -2.00689211e-05 1.26509618e-04 2.25784161e-04 0.00000000e+00 0
80 2800 -2.00689211e-05 1.25671668e-04 2.25784161e-04 0.00000000e+00 0
80 2840 -2.00689211e-05 1.24833717e-04 2.25784161e-04 0.00000000e+00 0
80 2880 -2.00689211e-05 1.23995766e-04 2.25784161e-04 0.00000000e+00 0
80 2920 -2.00689211e-05 1.23157815e-04 2.25784161e-04 0.00000000e+00 0
80 2960 -2.00689211e-05 1.22319864e-04 2.25784161e-04 0.00000000e+00 0
80 3000 -2.00689211e-05 1.21481914e-04 2.25784161e-04 0.00000000e+00 0
80 3040 -2.00689211e-05 1.20643963e-04 2.25784161e-04 0.00000000e+00 0
80 3080 -2.00689211e-05 1.19806012e-04 2.25784161e-04 0.00000000e+00 0
80 3120 -2.00689211e-05 1.18968061e-04 2.25784161e-04 0.00000000e+00 0
80 3160 -2.00689211e-05 1.18130111e-04 2.25784161e-04 0.00000000e+00 0
80 3200 -2.00689211e-05 1.17292160e-04 2.25784161e-04 0.00000000e+00 0
80 3240 -2.00689211e-05 1.16454209e-04 2.25784161e-04 0.00000000e+00 0
80 3280 -2.00689211e-05 1.15616258e-04 2.25784161e-04 0.00000000e+00 0
80 3320 -2.00689211e-05 1.14778307e-04 2.25784161e-04 0.00000000e+00 0
80 3360 -2.00689211e-05 1.13940357e-04 2.25784161e-04 0.00000000e+00 0
80 3400 -2.00689211e-05 1.13102406e-04 2.25784161e-04 0.00000000e+00 0
80 3440 -2.00689211e-05 1.12264455e-04 2.25784161e-04 0.00000000e+00 0
80 3480 -2.00689211e-05 1.11426504e-04 2.25784161e-04 0.00000000e+00 0
80 3520 -2.00689211e-05 1.10588554e-04 2.25784161e-04 0.00000000e+00 0
80 3560 -2.00689211e-05 1.09750603e-04 2.25784161e-04 0.00000000e+00 0
80 3600 -2.00689211e-05 1.08912652e-04 2.25784161e-04 0.00000000e+00 0
80 3640 -2.00689211e-05 1.08074701e-04 2.25784161e-04 0.00000000e+00 0
80 3680 -2.00689211e-05 1.07236750e-04 2.25784161e-04 0.00000000e+00 0
80 3720 -2.00689211e-05 1.06398800e-04 2.25784161e-04 0.00000000e+00 0
80 3760 -2.00689211e-05 1.05560849e-04 2.25784161e-04 0.00000000e+00 0
80 3800 -2.00689211e-05 1.04722898e-04 2.25784161e-04 0.00000000e+00 0
80 3840 -2.00689211e-05 1.03884947e-04 2.25784161e-04 0.00000000e+00 0
80 3880 -2.00689211e-05 1.03046997e-04 2.25784161e-04 0.00000000e+00 0
80 3920 -2.00689211e-05 1.02209046e-04 2.25784161e-04 0.00000000e+00 0
80 3960 -2.00689211e-05 1.01371095e-04 2.25784161e-04 0.00000000e+00 0
80 4000 -2.00689211e-05 1.00533144e-04 2.25784161e-04 0.00000000e+00 0
80 4040 -2.00689211e-05 9.96951935e-05 2.25784161e-04 0.00000000e+00 0
80 4080 -2.00689211e-05 9.88572427e-05 2.25784161e-04 0.00000000e+00 0
80 4120 -2.00689211e-05 9.80192919e-05 2.25784161e-04 0.00000000e+00 0
80 4160 -2.00689211e-05 9.71813412e-05 2.25784161e-04 0.00000000e+00 0
80 4200 -2.00689211e-05 9.63433904e-05 2.25784161e-04 0.00000000e+00 0
80 4240 -2.00689211e-05 9.55054396e-05 2.25784161e-04 0.00000000e+00 0
80 4280 -2.00689211e-05 9.46674888e-05 2.25784161e-04 0.00000000e+00 0
80 4320 -2.00689211e-05 9.38295381e-05 2.25784161e-04 0.00000000e+00 0
80 4360 -2.00689211e-05 9.29915873e-05 2.25784161e-04 0.00000000e+00 0
80 4400 -2.00689211e-05 9.21536365e-05 2.25784161e-04 0.00000000e+00 0
80 4440 -2.00689211e-05 9.13156857e-05 2.25784161e-04 0.00000000e+00 0
80 4480 -2.00689211e-05 9.04777350e-05 2.25784161e-04 0.00000000e+00 0
80 4520 -2.00689211e-05 8.96397842e-05 2.25784161e-04 0.00000000e+00 0
80 4560 -2.00689211e-05 8.88018334e-05 2.25784161e-04 0.00000000e+00 0
80 4600 -2.00689211e-05 8.79638826e-05 2.25784161e-04 0.00000000e+00 0
80 4640 -2.00689211e-05 8.71259319e-05 2.25784161e-04 0.00000000e+00 0
80 4680 -2.00689211e-05 8.62879811e-05 2.25784161e-04 0.00000000e+00 0
80 4720 -2.00689211e-05 8.54500303e-05 2.25784161e-04 0.00000000e+00 0
80 4760 -2.00689211e-05 8.46120795e-05 2.25784161e-04 0.00000000e+00 0
80 4800 -2.00689211e-05 8.37741288e-05 2.25784161e-04 0.00000000e+00 0
80 4840 -2.00689211e-05 8.29361780e-05 2.25784161e-04 0.00000000e+00 0
80 4880 -2.00689211e-05 8.20982272e-05 2.25784161e-04 0.00000000e+00 0
80 4920 -2.00689211e-05 8.12602764e-05 2.25784161e-04 0.00000000e+00 0
80 4960 -2.00689211e-05 8.04223257e-05 2.25784161e-04 0.00000000e+00 0
80 5000 -2.00689211e-05 7.95843749e-05 2.25784161e-04 0.00000000e+00 0
80 5040 -2.00689211e-05 7.87464241e-05 2.25784161e-04 0.00000000e+00 0
80 5080 -2.00689211e-05 7.79084733e-05 2.25784161e-04 0.00000000e+00 0
80 5120 -2.00689211e-05 7.70705226e-05 2.25784161e-04 0.00000000e+00 0
80 5160 -2.00689211e-05 7.62325718e-05 2.25784161e-04 0.00000000e+00 0
80 5200 -2.00689211e-05 7.53946210e-05 2.25784161e-04 0.00000000e+00 0
80 5240 -2.00689211e-05 7.45566702e-05 2.25784161e-04 0.00000000e+00 0
80 5280 -2.00689211e-05 7.37187195e-05 2.25784161e-04 0.00000000e+00 0
80 5320 -2.00689211e-05 7.28807687e-05 2.25784161e-04 0.00000000e+00 0
80 5360 -2.00689211e-05 7.20428179e-05 2.25784161e-04 0.00000000e+00 0
80 5400 -2.00689211e-05 7.12048671e-05 2.25784161e-04 0.00000000e+00 0
80 5440 -2.00689211e-05 7.03669164e-05 2.25784161e-04 0.00000000e+00 0
80 5480 -2.00689211e-05 6.95289656e-05 2.25784161e-04 0.00000000e+00 0
80 5520 -2.00689211e-05 6.86910148e-05 2.25784161e-04 0.00000000e+00 0
80 5560 -2.00689211e-05 6.78530640e-05 2.25784161e-04 0.00000000e+00 0
80 5600 -2.00689211e-05 6.70151133e-05 2.25784161e-04 0.00000000e+00 0
80 5640 -2.00689211e-05 6.61771625e-05 2.25784161e-04 0.00000000e+00 0
80 5680 -2.00689211e-05 6.53392117e-05 2.25784161e-04 0.00000000e+00 0
80 5720 -2.00689211e-05 6.45012609e-05 2.25784161e-04 0.00000000e+00 0
80 5760 -2.00689211e-05 6.36633102e-05 2.25784161e-04 0.00000000e+00 0
80 5800 -2.00689211e-05 6.28253594e-05 2.25784161e-04 0.00000000e+00 0
80 5840 -2.00689211e-05 6.19874086e-05 2.25784161e-04 0.00000000e+00 0
80 5880 -2.00689211e-05 6.11494578e-05 2.25784161e-04 0.00000000e+00 0
80 5920 -2.00689211e-05 6.03115071e-05 2.25784161e-04 0.00000000e+00 0
80 5960 -2.00689211e-05 5.94735563e-05 2.25784161e-04 0.00000000e+00 0
80 6000 -2.00689211e-05 5.86356055e-05 2.25784161e-04 0.00000000e+00 0
80 6040 -2.00689211e-05 5.77976547e-05 2.25784161e-04 0.00000000e+00 0
80 6080 -2.00689211e-05 5.69597040e-05 2.25784161e-04 0.00000000e+00 0
80 6120 -2.00689211e-05 5.61217532e-05 2.25784161e-04 0.00000000e+00 0
80 6160 -2.00689211e-05 5.52838024e-05 2.25784161e-04 0.00000000e+00 0
80 6200 -2.00689211e-05 5.44458516e-05 2.25784161e-04 0.00000000e+00 0
80 6240 -2.00689211e-05 5.36079009e-05 2.25784161e-04 0.00000000e+00 0
80 6280 -2.00689211e-05 5.27699501e-05 2.25784161e-04 0.00000000e+00 0
80 6320 -2.00689211e-05 5.19319993e-05 2.25784161e-04 0.00000000e+00 0
80 6360 -2.00689211e-05 5.10940485e-05 2.25784161e-04 0.00000000e+00 0
80 6400 -2.00689211e-05 5.02560978e-05 2.25784161e-04 0.00000000e+00 0
80 6440 -2.00689211e-05 4.94181470e-05 2.25784161e-04 0.00000000e+00 0
80 6480 -2.00689211e-05 4.85801962e-05 2.25784161e-04 0.00000000e+00 0
80 6520 -2.00689211e-05 4.77422454e-05 2.25784161e-04 0.00000000e+00 0
80 6560 -2.00689211e-05 4.69042947e-05 2.25784161e-04 0.00000000e+00 0
80 6600 -2.00689211e-05 4.60663439e-05 2.25784161e-04 0.00000000e+00 0
80 6640 -2.00689211e-05 4.52283931e-05 2.25784161e-04 0.00000000e+00 0
80 6680 -2.00689211e-05 4.43904423e-05 2.25784161e-04 0.00000000e+00 0
80 6720 -2.00689211e-05 4.35524916e-05 2.25784161e-04 0.00000000e+00 0
80 6760 -2.00689211e-05 4.27145408e-05 2.25784161e-04 0.00000000e+00 0
80 6800 -2.00689211e-05 4.18765900e-05 2.25784161e-04 0.00000000e+00 0
80 6840 -2.00689211e-05 4.10386392e-05 2.25784161e-04 0.00000000e+00 0
80 6880 -2.00689211e-05 4.02006884e-05 2.25784161e-04 0.00000000e+00 0
80 6920 -2.00689211e-05 3.93627377e-05 2.25784161e-04 0.00000000e+00 0
80 6960 -2.00689211e-05 3.85247869e-05 2.25784161e-04 0.00000000e+00 0
80 7000 -2.00689211e-05 3.76868361e-05 2.25784161e-04 0.00000000e+00 0
80 7040 -2.00689211e-05 3.68488853e-05 2.25784161e-04 0.00000000e+00 0
80 7080 -2.00689211e-05 3.60109346e-05 2.25784161e-04 0.00000000e+00 0
80 7120 -2.00689211e-05 3.51729838e-05 2.25784161e-04 0.00000000e+00 0
80 7160 -2.00689211e-05 3.43350330e-05 2.25784161e-04 0.00000000e+00 0
80 7200 -2.00689211e-05 3.34970822e-05 2.25784161e-04 0.00000000e+00 0
80 7240 -2.00689211e-05 3.26591315e-05 2.25784161e-04 0.00000000e+00 0
80 7280 -2.00689211e-05 3.18211807e-05 2.25784161e-04 0.00000000e+00 0
80 7320 -2.00689211e-05 3.09832299e-05 2.25784161e-04 0.00000000e+00 0
80 7360 -2.00689211e-05 3.01452782e-05 2.25784160e-04 1.88422180e+23 0
80 7400 -2.00689212e-05 2.93073248e-05 2.25784152e-04 3.08628830e+23 0
80 7440 -2.00689216e-05 2.84693716e-05 2.25784134e-04 4.97857033e+23 0
80 7480 -2.00689208e-05 2.76314185e-05 2.25784084e-04 7.92682911e+23 0
80 7520 -2.00689199e-05 2.67934658e-05 2.25783957e-04 1.24544591e+24 0
80 7560 -2.00689183e-05 2.59555134e-05 2.25783664e-04 1.92831013e+24 0
80 7600 -2.00689194e-05 2.51175616e-05 2.25782980e-04 2.94526884e+24 0
80 7640 -2.00689243e-05 2.42796106e-05 2.25781350e-04 4.43383606e+24 0
80 7680 -2.00689358e-05 2.34416608e-05 2.25777697e-04 6.57953703e+24 0
80 7720 -2.00689474e-05 2.26037125e-05 2.25770032e-04 9.64078246e+24 0
80 7760 -2.00689827e-05 2.17657664e-05 2.25753695e-04 1.39157923e+25 0
80 7800 -2.00690015e-05 2.09278230e-05 2.25718766e-04 1.98178111e+25 0
80 7840 -2.00689902e-05 2.00898777e-05 2.25651411e-04 2.78185248e+25 0
80 7880 -2.00689244e-05 1.92519274e-05 2.25516501e-04 3.85924875e+25 0
80 7920 -2.00687926e-05 1.84139710e-05 2.25273894e-04 5.27442652e+25 0
80 7960 -2.00686225e-05 1.75760105e-05 2.24789460e-04 7.10568355e+25 0
80 8000 -2.00685008e-05 1.67380584e-05 2.23963600e-04 9.43947086e+25 0
80 8040 -2.00685263e-05 1.59001180e-05 2.22444508e-04 1.23694105e+26 0
80 8080 -2.00685318e-05 1.50621747e-05 2.19888083e-04 1.59980744e+26 0
80 8120 -2.00685011e-05 1.42242156e-05 2.15597323e-04 2.03888446e+26 0
80 8160 -2.00684654e-05 1.33862511e-05 2.08901801e-04 2.56252488e+26 0
80 8200 -2.00682945e-05 1.25483074e-05 1.98291909e-04 3.17846834e+26 0
80 8240 -2.00679725e-05 1.17103640e-05 1.83080900e-04 3.88570998e+26 0
80 8280 -2.00684836e-05 1.08724366e-05 1.61032786e-04 4.68369014e+26 0
80 8320 -2.00697971e-05 1.00345062e-05 1.31590215e-04 5.57150983e+26 0
80 8360 -2.00716166e-05 9.19654697e-06 9.61086172e-05 6.53803945e+26 0
80 8400 -2.00753641e-05 8.35856100e-06 5.91989696e-05 7.55645076e+26 0
80 8440 -2.00780219e-05 7.52042685e-06 2.77240118e-05 8.62138900e+26 0
80 8480 -2.00855058e-05 6.68205185e-06 5.76707969e-06 9.69682473e+26 0
80 8520 -2.00279827e-05 6.97787103e-06 1.56717922e-07 9.31819238e+26 0
80 8560 -2.00092687e-05 7.81956952e-06 4.96811652e-08 8.23897331e+26 0
80 8600 -1.99926942e-05 8.65943161e-06 2.58363715e-08 7.18585937e+26 0
80 8640 -1.99831480e-05 9.49878412e-06 1.68533873e-08 6.17806158e+26 0
80 8680 -1.99752298e-05 1.03378701e-05 1.29648466e-08 5.24276243e+26 0
80 8720 -1.99676568e-05 1.11767894e-05 1.09604801e-08 4.38722618e+26 0
80 8760 -1.99599026e-05 1.20155343e-05 9.80328684e-09 3.61809020e+26 0
80 8800 -1.99522682e-05 1.28541521e-05 9.13077782e-09 2.94486407e+26 0
80 8840 -1.99448468e-05 1.36926824e-05 8.74342606e-09 2.36176413e+26 0
80 8880 -1.99377375e-05 1.45311493e-05 8.50930261e-09 1.86849810e+26 0
80 8920 -1.99306690e-05 1.53695682e-05 8.37057008e-09 1.45906455e+26 0
80 8960 -1.99236649e-05 1.62079524e-05 8.29178091e-09 1.12279664e+26 0
80 9000 -1.99167195e-05 1.70463112e-05 8.24606879e-09 8.51651043e+25 0
80 9040 -1.99097760e-05 1.78846510e-05 8.22048107e-09 6.37684558e+25 0
80 9080 -1.99028293e-05 1.87229771e-05 8.20643178e-09 4.71154754e+25 0
80 9120 -1.98959859e-05 1.95612945e-05 8.19933689e-09 3.42819815e+25 0
80 9160 -1.98892560e-05 2.03996061e-05 8.19555777e-09 2.45758109e+25 0
80 9200 -1.98825794e-05 2.12379134e-05 8.19359989e-09 1.74090216e+25 0
80 9240 -1.98759190e-05 2.20762179e-05 8.19261783e-09 1.21693383e+25 0
80 9280 -1.98692527e-05 2.29145204e-05 8.19214911e-09 8.37820201e+24 0
80 9320 -1.98625999e-05 2.37528217e-05 8.19192868e-09 5.68779506e+24 0
80 9360 -1.98559468e-05 2.45911224e-05 8.19183100e-09 3.81134355e+24 0
80 9400 -1.98492936e-05 2.54294227e-05 8.19178928e-09 2.51595640e+24 0
80 9440 -1.98426413e-05 2.62677229e-05 8.19177060e-09 1.63945222e+24 0
80 9480 -1.98359897e-05 2.71060229e-05 8.19176318e-09 1.05354937e+24 0
80 9520 -1.98293400e-05 2.79443230e-05 8.19176002e-09 6.67579340e+23 0
80 9560 -1.98226910e-05 2.87826232e-05 8.19175873e-09 4.17377098e+23 0
80 9600 -1.98160425e-05 2.96209233e-05 8.19175826e-09 2.57139635e+23 0
80 9640 -1.98093947e-05 3.04592235e-05 8.19175808e-09 1.47895090e+23 0
80 9680 -1.98027476e-05 3.12975236e-05 8.19175808e-09 0.00000000e+00 0
80 9720 -1.97961006e-05 3.21358239e-05 8.19175808e-09 0.00000000e+00 0
80 9760 -1.97894536e-05 3.29741242e-05 8.19175808e-09 0.00000000e+00 0
80 9800 -1.97828065e-05 3.38124246e-05 8.19175808e-09 0.00000000e+00 0
80 9840 -1.97761595e-05 3.46507249e-05 8.19175808e-09 0.00000000e+00 0
80 9880 -1.97695124e-05 3.54890252e-05 8.19175808e-09 0.00000000e+00 0
80 9920 -1.97628654e-05 3.63273255e-05 8.19175808e-09 0.00000000e+00 0
80 9960 -1.97562183e-05 3.71656258e-05 8.19175808e-09 0.00000000e+00 0
80 10000 -1.97495713e-05 3.80039262e-05 8.19175808e-09 0.00000000e+00 0
80 10040 -1.97429243e-05 3.88422265e-05 8.19175808e-09 0.00000000e+00 0
80 10080 -1.97362772e-05 3.96805268e-05 8.19175808e-09 0.00000000e+00 0
80 10120 -1.97296302e-05 4.05188271e-05 8.19175808e-09 0.00000000e+00 0
80 10160 -1.97229831e-05 4.13571274e-05 8.19175808e-09 0.00000000e+00 0
80 10200 -1.97163361e-05 4.21954278e-05 8.19175808e-09 0.00000000e+00 0
80 10240 -1.97096891e-05 4.30337281e-05 8.19175808e-09 0.00000000e+00 0
80 10280 -1.97030420e-05 4.38720284e-05 8.19175808e-09 0.00000000e+00 0
80 10320 -1.96963950e-05 4.47103287e-05 8.19175808e-09 0.00000000e+00 0
80 10360 -1.96897479e-05 4.55486290e-05 8.19175808e-09 0.00000000e+00 0
80 10400 -1.96831009e-05 4.63869294e-05 8.19175808e-09 0.00000000e+00 0
80 10440 -1.96764538e-05 4.72252297e-05 8.19175808e-09 0.00000000e+00 0
80 10480 -1.96698068e-05 4.80635300e-05 8.19175808e-09 0.00000000e+00 0
80 10520 -1.96631598e-05 4.89018303e-05 8.19175808e-09 0.00000000e+00 0
80 10560 -1.96565127e-05 4.97401306e-05 8.19175808e-09 0.00000000e+00 0
80 10600 -1.96498657e-05 5.05784310e-05 8.19175808e-09 0.00000000e+00 0
80 10640 -1.96432186e-05 5.14167313e-05 8.19175808e-09 0.00000000e+00 0
80 10680 -1.96365716e-05 5.22550316e-05 8.19175808e-09 0.00000000e+00 0
80 10720 -1.96299246e-05 5.30933319e-05 8.19175808e-09 0.00000000e+00 0
80 10760 -1.96232775e-05 5.39316322e-05 8.19175808e-09 0.00000000e+00 0
80 10800 -1.96166305e-05 5.47699326e-05 8.19175808e-09 0.00000000e+00 0
80 10840 -1.96099834e-05 5.56082329e-05 8.19175808e-09 0.00000000e+00 0
80 10880 -1.96033364e-05 5.64465332e-05 8.19175808e-09 0.00000000e+00 0
80 10920 -1.95966893e-05 5.72848335e-05 8.19175808e-09 0.00000000e+00 0
80 10960 -1.95900423e-05 5.81231338e-05 8.19175808e-09 0.00000000e+00 0
80 11000 -1.95833953e-05 5.89614342e-05 8.19175808e-09 0.00000000e+00 0
80 11040 -1.95767482e-05 5.97997345e-05 8.19175808e-09 0.00000000e+00 0
80 11080 -1.95701012e-05 6.06380348e-05 8.19175808e-09 0.00000000e+00 0
80 11120 -1.95634541e-05 6.14763351e-05 8.19175808e-09 0.00000000e+00 0
80 11160 -1.95568071e-05 6.23146354e-05 8.19175808e-09 0.00000000e+00 0
80 11200 -1.95501601e-05 6.31529358e-05 8.19175808e-09 0.00000000e+00 0
80 11240 -1.95435130e-05 6.39912361e-05 8.19175808e-09 0.00000000e+00 0
80 11280 -1.95368660e-05 6.48295364e-05 8.19175808e-09 0.00000000e+00 0
80 11320 -1.95302189e-05 6.56678367e-05 8.19175808e-09 0.00000000e+00 0
80 11360 -1.95235719e-05 6.65061370e-05 8.19175808e-09 0.00000000e+00 0
80 11400 -1.95169248e-05 6.73444374e-05 8.19175808e-09 0.00000000e+00 0
80 11440 -1.95102778e-05 6.81827377e-05 8.19175808e-09 0.00000000e+00 0
80 11480 -1.95036308e-05 6.90210380e-05 8.19175808e-09 0.00000000e+00 0
80 11520 -1.94969837e-05 6.98593383e-05 8.19175808e-09 0.00000000e+00 0
80 11560 -1.94903367e-05 7.06976386e-05 8.19175808e-09 0.00000000e+00 0
80 11600 -1.94836896e-05 7.15359390e-05 8.19175808e-09 0.00000000e+00 0
80 11640 -1.94770426e-05 7.23742393e-05 8.19175808e-09 0.00000000e+00 0
80 11680 -1.94703956e-05 7.32125396e-05 8.19175808e-09 0.00000000e+00 0
80 11720 -1.94637485e-05 7.40508399e-05 8.19175808e-09 0.00000000e+00 0
80 11760 -1.94571015e-05 7.48891402e-05 8.19175808e-09 0.00000000e+00 0
80 11800 -1.94504544e-05 7.57274406e-05 8.19175808e-09 0.00000000e+00 0
80 11840 -1.94438074e-05 7.65657409e-05 8.19175808e-09 0.00000000e+00 0
80 11880 -1.94371603e-05 7.74040412e-05 8.19175808e-09 0.00000000e+00 0
80 11920 -1.94305133e-05 7.82423415e-05 8.19175808e-09 0.00000000e+00 0
80 11960 -1.94238663e-05 7.90806418e-05 8.19175808e-09 0.00000000e+00 0
80 12000 -1.94172192e-05 7.99189421e-05 8.19175808e-09 0.00000000e+00 0
80 12040 -1.94105722e-05 8.07572425e-05 8.19175808e-09 0.00000000e+00 0
80 12080 -1.94039251e-05 8.15955428e-05 8.19175808e-09 0.00000000e+00 0
80 12120 -1.93972781e-05 8.24338431e-05 8.19175808e-09 0.00000000e+00 0
80 12160 -1.93906311e-05 8.32721434e-05 8.19175808e-09 0.00000000e+00 0
80 12200 -1.93839840e-05 8.41104437e-05 8.19175808e-09 0.00000000e+00 0
80 12240 -1.93773370e-05 8.49487441e-05 8.19175808e-09 0.00000000e+00 0
80 12280 -1.93706899e-05 8.57870444e-05 8.19175808e-09 0.00000000e+00 0
80 12320 -1.93640429e-05 8.66253447e-05 8.19175808e-09 0.00000000e+00 0
80 12360 -1.93573959e-05 8.74636450e-05 8.19175808e-09 0.00000000e+00 0
80 12400 -1.93507488e-05 8.83019453e-05 8.19175808e-09 0.00000000e+00 0
80 12440 -1.93441018e-05 8.91402457e-05 8.19175808e-09 0.00000000e+00 0
80 12480 -1.93374547e-05 8.99785460e-05 8.19175808e-09 0.00000000e+00 0
80 12520 -1.93308077e-05 9.08168463e-05 8.19175808e-09 0.00000000e+00 0
80 12560 -1.93241606e-05 9.16551466e-05 8.19175808e-09 0.00000000e+00 0
80 12600 -1.93175136e-05 9.24934469e-05 8.19175808e-09 0.00000000e+00 0
80 12640 -1.93108666e-05 9.33317473e-05 8.19175808e-09 0.00000000e+00 0
80 12680 -1.93042195e-05 9.41700476e-05 8.19175808e-09 0.00000000e+00 0
80 12720 -1.92975725e-05 9.50083479e-05 8.19175808e-09 0.00000000e+00 0
80 12760 -1.92909254e-05 9.58466482e-05 8.19175808e-09 0.00000000e+00 0
80 12800 -1.92842784e-05 9.66849485e-05 8.19175808e-09 0.00000000e+00 0
80 12840 -1.92776314e-05 9.75232489e-05 8.19175808e-09 0.00000000e+00 0
80 12880 -1.92709843e-05 9.83615492e-05 8.19175808e-09 0.00000000e+00 0
80 12920 -1.92643373e-05 9.91998495e-05 8.19175808e-09 0.00000000e+00 0
80 12960 -1.92576902e-05 1.00038150e-04 8.19175808e-09 0.00000000e+00 0
80 13000 -1.92510432e-05 1.00876450e-04 8.19175808e-09 0.00000000e+00 0
80 13040 -1.92443961e-05 1.01714750e-04 8.19175808e-09 0.00000000e+00 0
80 13080 -1.92377491e-05 1.02553051e-04 8.19175808e-09 0.00000000e+00 0
80 13120 -1.92311021e-05 1.03391351e-04 8.19175808e-09 0.00000000e+00 0
80 13160 -1.92244550e-05 1.04229651e-04 8.19175808e-09 0.00000000e+00 0
80 13200 -1.92178080e-05 1.05067952e-04 8.19175808e-09 0.00000000e+00 0
80 13240 -1.92111609e-05 1.05906252e-04 8.19175808e-09 0.00000000e+00 0
80 13280 -1.92045139e-05 1.06744552e-04 8.19175808e-09 0.00000000e+00 0
80 13320 -1.91978669e-05 1.07582853e-04 8.19175808e-09 0.00000000e+00 0
80 13360 -1.91912198e-05 1.08421153e-04 8.19175808e-09 0.00000000e+00 0
80 13400 -1.91845728e-05 1.09259453e-04 8.19175808e-09 0.00000000e+00 0
80 13440 -1.91779257e-05 1.10097754e-04 8.19175808e-09 0.00000000e+00 0
80 13480 -1.91712787e-05 1.10936054e-04 8.19175808e-09 0.00000000e+00 0
80 13520 -1.91646316e-05 1.11774354e-04 8.19175808e-09 0.00000000e+00 0
80 13560 -1.91579846e-05 1.12612655e-04 8.19175808e-09 0.00000000e+00 0
80 13600 -1.91513376e-05 1.13450955e-04 8.19175808e-09 0.00000000e+00 0
80 13640 -1.91446905e-05 1.14289255e-04 8.19175808e-09 0.00000000e+00 0
80 13680 -1.91380435e-05 1.15127556e-04 8.19175808e-09 0.00000000e+00 0
80 13720 -1.91313964e-05 1.15965856e-04 8.19175808e-09 0.00000000e+00 0
80 13760 -1.91247494e-05 1.16804156e-04 8.19175808e-09 0.00000000e+00 0
80 13800 -1.91181024e-05 1.17642457e-04 8.19175808e-09 0.00000000e+00 0
80 13840 -1.91114553e-05 1.18480757e-04 8.19175808e-09 0.00000000e+00 0
80 13880 -1.91048083e-05 1.19319057e-04 8.19175808e-09 0.00000000e+00 0
80 13920 -1.90981612e-05 1.20157358e-04 8.19175808e-09 0.00000000e+00 0
80 13960 -1.90915142e-05 1.20995658e-04 8.19175808e-09 0.00000000e+00 0
80 14000 -1.90848671e-05 1.21833958e-04 8.19175808e-09 0.00000000e+00 0
80 14040 -1.90782201e-05 1.22672258e-04 8.19175808e-09 0.00000000e+00 0
80 14080 -1.90715731e-05 1.23510559e-04 8.19175808e-09 0.00000000e+00 0
80 14120 -1.90649260e-05 1.24348859e-04 8.19175808e-09 0.00000000e+00 0
80 14160 -1.90582790e-05 1.25187159e-04 8.19175808e-09 0.00000000e+00 0
80 14200 -1.90516319e-05 1.26025460e-04 8.19175808e-09 0.00000000e+00 0
80 14240 -1.90449849e-05 1.26863760e-04 8.19175808e-09 0.00000000e+00 0
80 14280 -1.90383379e-05 1.27702060e-04 8.19175808e-09 0.00000000e+00 0
80 14320 -1.90316908e-05 1.28540361e-04 8.19175808e-09 0.00000000e+00 0
80 14360 -1.90250438e-05 1.29378661e-04 8.19175808e-09 0.00000000e+00 0
80 14400 -1.90183967e-05 1.30216961e-04 8.19175808e-09 0.00000000e+00 0
80 14440 -1.90117497e-05 1.31055262e-04 8.19175808e-09 0.00000000e+00 0
80 14480 -1.90051026e-05 1.31893562e-04 8.19175808e-09 0.00000000e+00 0
80 14520 -1.89984556e-05 1.32731862e-04 8.19175808e-09 0.00000000e+00 0
80 14560 -1.89918086e-05 1.33570163e-04 8.19175808e-09 0.00000000e+00 0
80 14600 -1.89851615e-05 1.34408463e-04 8.19175808e-09 0.00000000e+00 0
80 14640 -1.89785145e-05 1.35246763e-04 8.19175808e-09 0.00000000e+00 0
80 14680 -1.89718674e-05 1.36085064e-04 8.19175808e-09 0.00000000e+00 0
80 14720 -1.89652204e-05 1.36923364e-04 8.19175808e-09 0.00000000e+00 0
80 14760 -1.89585734e-05 1.37761664e-04 8.19175808e-09 0.00000000e+00 0
80 14800 -1.89519263e-05 1.38599965e-04 8.19175808e-09 0.00000000e+00 0
80 14840 -1.89452793e-05 1.39438265e-04 8.19175808e-09 0.00000000e+00 0
80 14880 -1.89386322e-05 1.40276565e-04 8.19175808e-09 0.00000000e+00 0
80 14920 -1.89319852e-05 1.41114865e-04 8.19175808e-09 0.00000000e+00 0
80 14960 -1.89253382e-05 1.41953166e-04 8.19175808e-09 0.00000000e+00 0
80 15000 -1.89186911e-05 1.42791466e-04 8.19175808e-09 0.00000000e+00 0
80 15040 -1.89120441e-05 1.43629766e-04 8.19175808e-09 0.00000000e+00 0
80 15080 -1.89053970e-05 1.44468067e-04 8.19175808e-09 0.00000000e+00 0
80 15120 -1.88987500e-05 1.45306367e-04 8.19175808e-09 0.00000000e+00 0
80 15160 -1.88921029e-05 1.46144667e-04 8.19175808e-09 0.00000000e+00 0
80 15200 -1.88854559e-05 1.46982968e-04 8.19175808e-09 0.00000000e+00 0
80 15240 -1.88788089e-05 1.47821268e-04 8.19175808e-09 0.00000000e+00 0
80 15280 -1.88721618e-05 1.48659568e-04 8.19175808e-09 0.00000000e+00 0
