# refraction=1, step 0, on-axis |x|<5 d_e
# z/d_e   P_abs [W/m^3]   n_e/n_cr
 2.9225000e+02  0.0000000e+00  0.0000000e+00
 2.9275000e+02  0.0000000e+00  0.0000000e+00
 2.9325000e+02  0.0000000e+00  0.0000000e+00
 2.9375000e+02  0.0000000e+00  0.0000000e+00
 2.9425000e+02  0.0000000e+00  0.0000000e+00
 2.9475000e+02  0.0000000e+00  0.0000000e+00
 2.9525000e+02  0.0000000e+00  0.0000000e+00
 2.9575000e+02  0.0000000e+00  0.0000000e+00
 2.9625000e+02  0.0000000e+00  0.0000000e+00
 2.9675000e+02  0.0000000e+00  0.0000000e+00
 2.9725000e+02  0.0000000e+00  0.0000000e+00
 2.9775000e+02  0.0000000e+00  0.0000000e+00
 2.9825000e+02  0.0000000e+00  0.0000000e+00
 2.9875000e+02  0.0000000e+00  0.0000000e+00
 2.9925000e+02  0.0000000e+00  0.0000000e+00
 2.9975000e+02  0.0000000e+00  0.0000000e+00
 3.0025000e+02  0.0000000e+00  0.0000000e+00
 3.0075000e+02  0.0000000e+00  0.0000000e+00
 3.0125000e+02  0.0000000e+00  0.0000000e+00
 3.0175000e+02  0.0000000e+00  0.0000000e+00
 3.0225000e+02  0.0000000e+00  0.0000000e+00
 3.0275000e+02  0.0000000e+00  0.0000000e+00
 3.0325000e+02  0.0000000e+00  0.0000000e+00
 3.0375000e+02  0.0000000e+00  0.0000000e+00
 3.0425000e+02  0.0000000e+00  0.0000000e+00
 3.0475000e+02  0.0000000e+00  0.0000000e+00
 3.0525000e+02  0.0000000e+00  0.0000000e+00
 3.0575000e+02  0.0000000e+00  0.0000000e+00
 3.0625000e+02  0.0000000e+00  0.0000000e+00
 3.0675000e+02  0.0000000e+00  0.0000000e+00
 3.0725000e+02  0.0000000e+00  0.0000000e+00
 3.0775000e+02  0.0000000e+00  0.0000000e+00
 3.0825000e+02  0.0000000e+00  0.0000000e+00
 3.0875000e+02  0.0000000e+00  0.0000000e+00
 3.0925000e+02  0.0000000e+00  0.0000000e+00
 3.0975000e+02  0.0000000e+00  0.0000000e+00
 3.1025000e+02  0.0000000e+00  0.0000000e+00
 3.1075000e+02  0.0000000e+00  0.0000000e+00
 3.1125000e+02  0.0000000e+00  0.0000000e+00
 3.1175000e+02  0.0000000e+00  0.0000000e+00
 3.1225000e+02  0.0000000e+00  0.0000000e+00
 3.1275000e+02  0.0000000e+00  0.0000000e+00
 3.1325000e+02  0.0000000e+00  0.0000000e+00
 3.1375000e+02  0.0000000e+00  0.0000000e+00
 3.1425000e+02  0.0000000e+00  0.0000000e+00
 3.1475000e+02  0.0000000e+00  0.0000000e+00
 3.1525000e+02  0.0000000e+00  0.0000000e+00
 3.1575000e+02  0.0000000e+00  0.0000000e+00
 3.1625000e+02  0.0000000e+00  0.0000000e+00
 3.1675000e+02  0.0000000e+00  0.0000000e+00
 3.1725000e+02  0.0000000e+00  0.0000000e+00
 3.1775000e+02  0.0000000e+00  0.0000000e+00
 3.1825000e+02  0.0000000e+00  0.0000000e+00
 3.1875000e+02  0.0000000e+00  0.0000000e+00
 3.1925000e+02  0.0000000e+00  0.0000000e+00
 3.1975000e+02  0.0000000e+00  0.0000000e+00
 3.2025000e+02  0.0000000e+00  0.0000000e+00
 3.2075000e+02  0.0000000e+00  0.0000000e+00
 3.2125000e+02  0.0000000e+00  0.0000000e+00
 3.2175000e+02  0.0000000e+00  0.0000000e+00
 3.2225000e+02  0.0000000e+00  0.0000000e+00
 3.2275000e+02  0.0000000e+00  0.0000000e+00
 3.2325000e+02  0.0000000e+00  0.0000000e+00
 3.2375000e+02  0.0000000e+00  0.0000000e+00
 3.2425000e+02  0.0000000e+00  0.0000000e+00
 3.2475000e+02  0.0000000e+00  0.0000000e+00
 3.2525000e+02  0.0000000e+00  0.0000000e+00
 3.2575000e+02  0.0000000e+00  0.0000000e+00
 3.2625000e+02  0.0000000e+00  0.0000000e+00
 3.2675000e+02  0.0000000e+00  0.0000000e+00
 3.2725000e+02  0.0000000e+00  0.0000000e+00
 3.2775000e+02  0.0000000e+00  0.0000000e+00
 3.2825000e+02  0.0000000e+00  0.0000000e+00
 3.2875000e+02  0.0000000e+00  0.0000000e+00
 3.2925000e+02  0.0000000e+00  0.0000000e+00
 3.2975000e+02  0.0000000e+00  0.0000000e+00
 3.3025000e+02  0.0000000e+00  0.0000000e+00
 3.3075000e+02  0.0000000e+00  0.0000000e+00
 3.3125000e+02  0.0000000e+00  0.0000000e+00
 3.3175000e+02  0.0000000e+00  0.0000000e+00
 3.3225000e+02  0.0000000e+00  0.0000000e+00
 3.3275000e+02  0.0000000e+00  0.0000000e+00
 3.3325000e+02  0.0000000e+00  0.0000000e+00
 3.3375000e+02  0.0000000e+00  0.0000000e+00
 3.3425000e+02  0.0000000e+00  0.0000000e+00
 3.3475000e+02  0.0000000e+00  0.0000000e+00
 3.3525000e+02  0.0000000e+00  0.0000000e+00
 3.3575000e+02  0.0000000e+00  0.0000000e+00
 3.3625000e+02  0.0000000e+00  0.0000000e+00
 3.3675000e+02  0.0000000e+00  0.0000000e+00
 3.3725000e+02  0.0000000e+00  0.0000000e+00
 3.3775000e+02  0.0000000e+00  0.0000000e+00
 3.3825000e+02  0.0000000e+00  0.0000000e+00
 3.3875000e+02  0.0000000e+00  0.0000000e+00
 3.3925000e+02  0.0000000e+00  0.0000000e+00
 3.3975000e+02  0.0000000e+00  0.0000000e+00
 3.4025000e+02  0.0000000e+00  0.0000000e+00
 3.4075000e+02  0.0000000e+00  0.0000000e+00
 3.4125000e+02  0.0000000e+00  0.0000000e+00
 3.4175000e+02  0.0000000e+00  0.0000000e+00
 3.4225000e+02  0.0000000e+00  0.0000000e+00
 3.4275000e+02  0.0000000e+00  0.0000000e+00
 3.4325000e+02  0.0000000e+00  0.0000000e+00
 3.4375000e+02  0.0000000e+00  0.0000000e+00
 3.4425000e+02  0.0000000e+00  0.0000000e+00
 3.4475000e+02  0.0000000e+00  0.0000000e+00
 3.4525000e+02  0.0000000e+00  0.0000000e+00
 3.4575000e+02  0.0000000e+00  0.0000000e+00
 3.4625000e+02  0.0000000e+00  0.0000000e+00
 3.4675000e+02  0.0000000e+00  0.0000000e+00
 3.4725000e+02  0.0000000e+00  0.0000000e+00
 3.4775000e+02  0.0000000e+00  0.0000000e+00
 3.4825000e+02  0.0000000e+00  0.0000000e+00
 3.4875000e+02  0.0000000e+00  0.0000000e+00
 3.4925000e+02  0.0000000e+00  0.0000000e+00
 3.4975000e+02  0.0000000e+00  0.0000000e+00
 3.5025000e+02  0.0000000e+00  0.0000000e+00
 3.5075000e+02  0.0000000e+00  0.0000000e+00
 3.5125000e+02  0.0000000e+00  0.0000000e+00
 3.5175000e+02  0.0000000e+00  0.0000000e+00
 3.5225000e+02  0.0000000e+00  0.0000000e+00
 3.5275000e+02  0.0000000e+00  0.0000000e+00
 3.5325000e+02  0.0000000e+00  0.0000000e+00
 3.5375000e+02  0.0000000e+00  0.0000000e+00
 3.5425000e+02  0.0000000e+00  0.0000000e+00
 3.5475000e+02  0.0000000e+00  0.0000000e+00
 3.5525000e+02  0.0000000e+00  0.0000000e+00
 3.5575000e+02  0.0000000e+00  0.0000000e+00
 3.5625000e+02  0.0000000e+00  0.0000000e+00
 3.5675000e+02  0.0000000e+00  0.0000000e+00
 3.5725000e+02  0.0000000e+00  0.0000000e+00
 3.5775000e+02  0.0000000e+00  0.0000000e+00
 3.5825000e+02  0.0000000e+00  0.0000000e+00
 3.5875000e+02  0.0000000e+00  0.0000000e+00
 3.5925000e+02  0.0000000e+00  0.0000000e+00
 3.5975000e+02  0.0000000e+00  0.0000000e+00
 3.6025000e+02  0.0000000e+00  0.0000000e+00
 3.6075000e+02  0.0000000e+00  0.0000000e+00
 3.6125000e+02  0.0000000e+00  0.0000000e+00
 3.6175000e+02  0.0000000e+00  0.0000000e+00
 3.6225000e+02  0.0000000e+00  0.0000000e+00
 3.6275000e+02  0.0000000e+00  0.0000000e+00
 3.6325000e+02  0.0000000e+00  0.0000000e+00
 3.6375000e+02  0.0000000e+00  0.0000000e+00
 3.6425000e+02  0.0000000e+00  0.0000000e+00
 3.6475000e+02  0.0000000e+00  0.0000000e+00
 3.6525000e+02  0.0000000e+00  0.0000000e+00
 3.6575000e+02  0.0000000e+00  0.0000000e+00
 3.6625000e+02  0.0000000e+00  0.0000000e+00
 3.6675000e+02  0.0000000e+00  0.0000000e+00
 3.6725000e+02  0.0000000e+00  0.0000000e+00
 3.6775000e+02  0.0000000e+00  0.0000000e+00
 3.6825000e+02  0.0000000e+00  0.0000000e+00
 3.6875000e+02  0.0000000e+00  0.0000000e+00
 3.6925000e+02  0.0000000e+00  0.0000000e+00
 3.6975000e+02  0.0000000e+00  0.0000000e+00
 3.7025000e+02  0.0000000e+00  0.0000000e+00
 3.7075000e+02  0.0000000e+00  0.0000000e+00
 3.7125000e+02  0.0000000e+00  0.0000000e+00
 3.7175000e+02  0.0000000e+00  0.0000000e+00
 3.7225000e+02  0.0000000e+00  0.0000000e+00
 3.7275000e+02  0.0000000e+00  0.0000000e+00
 3.7325000e+02  0.0000000e+00  0.0000000e+00
 3.7375000e+02  0.0000000e+00  0.0000000e+00
 3.7425000e+02  0.0000000e+00  0.0000000e+00
 3.7475000e+02  0.0000000e+00  0.0000000e+00
 3.7525000e+02  0.0000000e+00  0.0000000e+00
 3.7575000e+02  0.0000000e+00  0.0000000e+00
 3.7625000e+02  0.0000000e+00  0.0000000e+00
 3.7675000e+02  0.0000000e+00  0.0000000e+00
 3.7725000e+02  0.0000000e+00  0.0000000e+00
 3.7775000e+02  0.0000000e+00  0.0000000e+00
 3.7825000e+02  0.0000000e+00  0.0000000e+00
 3.7875000e+02  0.0000000e+00  0.0000000e+00
 3.7925000e+02  0.0000000e+00  0.0000000e+00
 3.7975000e+02  0.0000000e+00  0.0000000e+00
 3.8025000e+02  0.0000000e+00  0.0000000e+00
 3.8075000e+02  0.0000000e+00  0.0000000e+00
 3.8125000e+02  0.0000000e+00  0.0000000e+00
 3.8175000e+02  0.0000000e+00  0.0000000e+00
 3.8225000e+02  0.0000000e+00  0.0000000e+00
 3.8275000e+02  0.0000000e+00  0.0000000e+00
 3.8325000e+02  0.0000000e+00  0.0000000e+00
 3.8375000e+02  0.0000000e+00  0.0000000e+00
 3.8425000e+02  0.0000000e+00  0.0000000e+00
 3.8475000e+02  0.0000000e+00  0.0000000e+00
 3.8525000e+02  0.0000000e+00  0.0000000e+00
 3.8575000e+02  0.0000000e+00  0.0000000e+00
 3.8625000e+02  0.0000000e+00  0.0000000e+00
 3.8675000e+02  0.0000000e+00  0.0000000e+00
 3.8725000e+02  0.0000000e+00  0.0000000e+00
 3.8775000e+02  0.0000000e+00  0.0000000e+00
 3.8825000e+02  0.0000000e+00  0.0000000e+00
 3.8875000e+02  0.0000000e+00  0.0000000e+00
 3.8925000e+02  0.0000000e+00  0.0000000e+00
 3.8975000e+02  0.0000000e+00  0.0000000e+00
 3.9025000e+02  0.0000000e+00  0.0000000e+00
 3.9075000e+02  0.0000000e+00  0.0000000e+00
 3.9125000e+02  0.0000000e+00  0.0000000e+00
 3.9175000e+02  0.0000000e+00  0.0000000e+00
 3.9225000e+02  0.0000000e+00  0.0000000e+00
 3.9275000e+02  0.0000000e+00  0.0000000e+00
 3.9325000e+02  0.0000000e+00  0.0000000e+00
 3.9375000e+02  0.0000000e+00  0.0000000e+00
 3.9425000e+02  0.0000000e+00  0.0000000e+00
 3.9475000e+02  0.0000000e+00  0.0000000e+00
 3.9525000e+02  0.0000000e+00  0.0000000e+00
 3.9575000e+02  0.0000000e+00  0.0000000e+00
 3.9625000e+02  0.0000000e+00  0.0000000e+00
 3.9675000e+02  0.0000000e+00  0.0000000e+00
 3.9725000e+02  0.0000000e+00  0.0000000e+00
 3.9775000e+02  0.0000000e+00  0.0000000e+00
 3.9825000e+02  0.0000000e+00  0.0000000e+00
 3.9875000e+02  0.0000000e+00  0.0000000e+00
 3.9925000e+02  0.0000000e+00  0.0000000e+00
 3.9975000e+02  0.0000000e+00  0.0000000e+00
 4.0025000e+02  0.0000000e+00  0.0000000e+00
 4.0075000e+02  0.0000000e+00  0.0000000e+00
 4.0125000e+02  0.0000000e+00  0.0000000e+00
 4.0175000e+02  0.0000000e+00  0.0000000e+00
 4.0225000e+02  0.0000000e+00  0.0000000e+00
 4.0275000e+02  0.0000000e+00  0.0000000e+00
 4.0325000e+02  0.0000000e+00  0.0000000e+00
 4.0375000e+02  0.0000000e+00  0.0000000e+00
 4.0425000e+02  0.0000000e+00  0.0000000e+00
 4.0475000e+02  0.0000000e+00  0.0000000e+00
 4.0525000e+02  0.0000000e+00  0.0000000e+00
 4.0575000e+02  0.0000000e+00  0.0000000e+00
 4.0625000e+02  0.0000000e+00  0.0000000e+00
 4.0675000e+02  0.0000000e+00  0.0000000e+00
 4.0725000e+02  0.0000000e+00  0.0000000e+00
 4.0775000e+02  0.0000000e+00  0.0000000e+00
 4.0825000e+02  0.0000000e+00  0.0000000e+00
 4.0875000e+02  0.0000000e+00  0.0000000e+00
 4.0925000e+02  0.0000000e+00  0.0000000e+00
 4.0975000e+02  0.0000000e+00  0.0000000e+00
 4.1025000e+02  0.0000000e+00  0.0000000e+00
 4.1075000e+02  0.0000000e+00  0.0000000e+00
 4.1125000e+02  0.0000000e+00  0.0000000e+00
 4.1175000e+02  0.0000000e+00  0.0000000e+00
 4.1225000e+02  0.0000000e+00  0.0000000e+00
 4.1275000e+02  0.0000000e+00  0.0000000e+00
 4.1325000e+02  0.0000000e+00  0.0000000e+00
 4.1375000e+02  0.0000000e+00  0.0000000e+00
 4.1425000e+02  0.0000000e+00  0.0000000e+00
 4.1475000e+02  0.0000000e+00  0.0000000e+00
 4.1525000e+02  0.0000000e+00  0.0000000e+00
 4.1575000e+02  0.0000000e+00  0.0000000e+00
 4.1625000e+02  0.0000000e+00  0.0000000e+00
 4.1675000e+02  0.0000000e+00  0.0000000e+00
 4.1725000e+02  0.0000000e+00  0.0000000e+00
 4.1775000e+02  0.0000000e+00  0.0000000e+00
 4.1825000e+02  0.0000000e+00  0.0000000e+00
 4.1875000e+02  0.0000000e+00  0.0000000e+00
 4.1925000e+02  0.0000000e+00  0.0000000e+00
 4.1975000e+02  0.0000000e+00  0.0000000e+00
 4.2025000e+02  0.0000000e+00  0.0000000e+00
 4.2075000e+02  0.0000000e+00  0.0000000e+00
 4.2125000e+02  0.0000000e+00  0.0000000e+00
 4.2175000e+02  0.0000000e+00  0.0000000e+00
 4.2225000e+02  0.0000000e+00  0.0000000e+00
 4.2275000e+02  0.0000000e+00  0.0000000e+00
 4.2325000e+02  0.0000000e+00  0.0000000e+00
 4.2375000e+02  0.0000000e+00  0.0000000e+00
 4.2425000e+02  0.0000000e+00  0.0000000e+00
 4.2475000e+02  0.0000000e+00  0.0000000e+00
 4.2525000e+02  0.0000000e+00  0.0000000e+00
 4.2575000e+02  0.0000000e+00  0.0000000e+00
 4.2625000e+02  0.0000000e+00  0.0000000e+00
 4.2675000e+02  0.0000000e+00  0.0000000e+00
 4.2725000e+02  0.0000000e+00  0.0000000e+00
 4.2775000e+02  0.0000000e+00  0.0000000e+00
 4.2825000e+02  0.0000000e+00  0.0000000e+00
 4.2875000e+02  0.0000000e+00  0.0000000e+00
 4.2925000e+02  0.0000000e+00  0.0000000e+00
 4.2975000e+02  0.0000000e+00  0.0000000e+00
 4.3025000e+02  0.0000000e+00  0.0000000e+00
 4.3075000e+02  0.0000000e+00  0.0000000e+00
 4.3125000e+02  0.0000000e+00  0.0000000e+00
 4.3175000e+02  0.0000000e+00  0.0000000e+00
 4.3225000e+02  0.0000000e+00  0.0000000e+00
 4.3275000e+02  0.0000000e+00  0.0000000e+00
 4.3325000e+02  0.0000000e+00  0.0000000e+00
 4.3375000e+02  0.0000000e+00  0.0000000e+00
 4.3425000e+02  0.0000000e+00  0.0000000e+00
 4.3475000e+02  0.0000000e+00  0.0000000e+00
 4.3525000e+02  0.0000000e+00  0.0000000e+00
 4.3575000e+02  0.0000000e+00  0.0000000e+00
 4.3625000e+02  0.0000000e+00  0.0000000e+00
 4.3675000e+02  0.0000000e+00  0.0000000e+00
 4.3725000e+02  0.0000000e+00  0.0000000e+00
 4.3775000e+02  0.0000000e+00  0.0000000e+00
 4.3825000e+02  0.0000000e+00  0.0000000e+00
 4.3875000e+02  0.0000000e+00  0.0000000e+00
 4.3925000e+02  0.0000000e+00  0.0000000e+00
 4.3975000e+02  0.0000000e+00  0.0000000e+00
 4.4025000e+02  0.0000000e+00  0.0000000e+00
 4.4075000e+02  0.0000000e+00  0.0000000e+00
 4.4125000e+02  0.0000000e+00  0.0000000e+00
 4.4175000e+02  0.0000000e+00  0.0000000e+00
 4.4225000e+02  0.0000000e+00  0.0000000e+00
 4.4275000e+02  0.0000000e+00  0.0000000e+00
 4.4325000e+02  0.0000000e+00  0.0000000e+00
 4.4375000e+02  0.0000000e+00  0.0000000e+00
 4.4425000e+02  0.0000000e+00  0.0000000e+00
 4.4475000e+02  0.0000000e+00  0.0000000e+00
 4.4525000e+02  0.0000000e+00  0.0000000e+00
 4.4575000e+02  0.0000000e+00  0.0000000e+00
 4.4625000e+02  0.0000000e+00  0.0000000e+00
 4.4675000e+02  0.0000000e+00  0.0000000e+00
 4.4725000e+02  0.0000000e+00  0.0000000e+00
 4.4775000e+02  0.0000000e+00  0.0000000e+00
 4.4825000e+02  0.0000000e+00  0.0000000e+00
 4.4875000e+02  0.0000000e+00  0.0000000e+00
 4.4925000e+02  0.0000000e+00  0.0000000e+00
 4.4975000e+02  0.0000000e+00  0.0000000e+00
 4.5025000e+02  0.0000000e+00  0.0000000e+00
 4.5075000e+02  0.0000000e+00  0.0000000e+00
 4.5125000e+02  0.0000000e+00  0.0000000e+00
 4.5175000e+02  0.0000000e+00  0.0000000e+00
 4.5225000e+02  0.0000000e+00  0.0000000e+00
 4.5275000e+02  0.0000000e+00  0.0000000e+00
 4.5325000e+02  0.0000000e+00  0.0000000e+00
 4.5375000e+02  0.0000000e+00  0.0000000e+00
 4.5425000e+02  0.0000000e+00  0.0000000e+00
 4.5475000e+02  0.0000000e+00  0.0000000e+00
 4.5525000e+02  0.0000000e+00  0.0000000e+00
 4.5575000e+02  0.0000000e+00  0.0000000e+00
 4.5625000e+02  0.0000000e+00  0.0000000e+00
 4.5675000e+02  0.0000000e+00  0.0000000e+00
 4.5725000e+02  0.0000000e+00  0.0000000e+00
 4.5775000e+02  0.0000000e+00  0.0000000e+00
 4.5825000e+02  0.0000000e+00  0.0000000e+00
 4.5875000e+02  0.0000000e+00  0.0000000e+00
 4.5925000e+02  0.0000000e+00  0.0000000e+00
 4.5975000e+02  0.0000000e+00  0.0000000e+00
 4.6025000e+02  0.0000000e+00  0.0000000e+00
 4.6075000e+02  0.0000000e+00  0.0000000e+00
 4.6125000e+02  0.0000000e+00  0.0000000e+00
 4.6175000e+02  0.0000000e+00  0.0000000e+00
 4.6225000e+02  0.0000000e+00  0.0000000e+00
 4.6275000e+02  0.0000000e+00  0.0000000e+00
 4.6325000e+02  0.0000000e+00  0.0000000e+00
 4.6375000e+02  0.0000000e+00  0.0000000e+00
 4.6425000e+02  0.0000000e+00  0.0000000e+00
 4.6475000e+02  0.0000000e+00  0.0000000e+00
 4.6525000e+02  0.0000000e+00  0.0000000e+00
 4.6575000e+02  0.0000000e+00  0.0000000e+00
 4.6625000e+02  0.0000000e+00  0.0000000e+00
 4.6675000e+02  0.0000000e+00  0.0000000e+00
 4.6725000e+02  0.0000000e+00  0.0000000e+00
 4.6775000e+02  0.0000000e+00  0.0000000e+00
 4.6825000e+02  0.0000000e+00  0.0000000e+00
 4.6875000e+02  0.0000000e+00  0.0000000e+00
 4.6925000e+02  0.0000000e+00  0.0000000e+00
 4.6975000e+02  0.0000000e+00  0.0000000e+00
 4.7025000e+02  0.0000000e+00  0.0000000e+00
 4.7075000e+02  0.0000000e+00  0.0000000e+00
 4.7125000e+02  0.0000000e+00  0.0000000e+00
 4.7175000e+02  0.0000000e+00  0.0000000e+00
 4.7225000e+02  0.0000000e+00  0.0000000e+00
 4.7275000e+02  0.0000000e+00  0.0000000e+00
 4.7325000e+02  0.0000000e+00  0.0000000e+00
 4.7375000e+02  0.0000000e+00  0.0000000e+00
 4.7425000e+02  0.0000000e+00  0.0000000e+00
 4.7475000e+02  0.0000000e+00  0.0000000e+00
 4.7525000e+02  0.0000000e+00  0.0000000e+00
 4.7575000e+02  0.0000000e+00  0.0000000e+00
 4.7625000e+02  0.0000000e+00  0.0000000e+00
 4.7675000e+02  0.0000000e+00  0.0000000e+00
 4.7725000e+02  0.0000000e+00  0.0000000e+00
 4.7775000e+02  0.0000000e+00  0.0000000e+00
 4.7825000e+02  0.0000000e+00  0.0000000e+00
 4.7875000e+02  0.0000000e+00  0.0000000e+00
 4.7925000e+02  0.0000000e+00  0.0000000e+00
 4.7975000e+02  0.0000000e+00  0.0000000e+00
 4.8025000e+02  0.0000000e+00  0.0000000e+00
 4.8075000e+02  0.0000000e+00  0.0000000e+00
 4.8125000e+02  0.0000000e+00  0.0000000e+00
 4.8175000e+02  0.0000000e+00  0.0000000e+00
 4.8225000e+02  0.0000000e+00  0.0000000e+00
 4.8275000e+02  0.0000000e+00  0.0000000e+00
 4.8325000e+02  0.0000000e+00  0.0000000e+00
 4.8375000e+02  0.0000000e+00  0.0000000e+00
 4.8425000e+02  0.0000000e+00  0.0000000e+00
 4.8475000e+02  0.0000000e+00  0.0000000e+00
 4.8525000e+02  0.0000000e+00  0.0000000e+00
 4.8575000e+02  0.0000000e+00  0.0000000e+00
 4.8625000e+02  0.0000000e+00  0.0000000e+00
 4.8675000e+02  0.0000000e+00  0.0000000e+00
 4.8725000e+02  0.0000000e+00  0.0000000e+00
 4.8775000e+02  0.0000000e+00  0.0000000e+00
 4.8825000e+02  0.0000000e+00  0.0000000e+00
 4.8875000e+02  0.0000000e+00  0.0000000e+00
 4.8925000e+02  0.0000000e+00  0.0000000e+00
 4.8975000e+02  0.0000000e+00  0.0000000e+00
 4.9025000e+02  0.0000000e+00  0.0000000e+00
 4.9075000e+02  0.0000000e+00  0.0000000e+00
 4.9125000e+02  0.0000000e+00  0.0000000e+00
 4.9175000e+02  0.0000000e+00  0.0000000e+00
 4.9225000e+02  0.0000000e+00  0.0000000e+00
 4.9275000e+02  0.0000000e+00  0.0000000e+00
 4.9325000e+02  0.0000000e+00  0.0000000e+00
 4.9375000e+02  0.0000000e+00  0.0000000e+00
 4.9425000e+02  0.0000000e+00  0.0000000e+00
 4.9475000e+02  0.0000000e+00  0.0000000e+00
 4.9525000e+02  0.0000000e+00  0.0000000e+00
 4.9575000e+02  0.0000000e+00  0.0000000e+00
 4.9625000e+02  0.0000000e+00  0.0000000e+00
 4.9675000e+02  0.0000000e+00  0.0000000e+00
 4.9725000e+02  0.0000000e+00  0.0000000e+00
 4.9775000e+02  0.0000000e+00  0.0000000e+00
 4.9825000e+02  0.0000000e+00  0.0000000e+00
 4.9875000e+02  0.0000000e+00  0.0000000e+00
 4.9925000e+02  0.0000000e+00  0.0000000e+00
 4.9975000e+02  0.0000000e+00  0.0000000e+00
 5.0025000e+02  0.0000000e+00  0.0000000e+00
 5.0075000e+02  0.0000000e+00  0.0000000e+00
 5.0125000e+02  0.0000000e+00  0.0000000e+00
 5.0175000e+02  0.0000000e+00  0.0000000e+00
 5.0225000e+02  0.0000000e+00  0.0000000e+00
 5.0275000e+02  0.0000000e+00  0.0000000e+00
 5.0325000e+02  0.0000000e+00  0.0000000e+00
 5.0375000e+02  0.0000000e+00  0.0000000e+00
 5.0425000e+02  0.0000000e+00  0.0000000e+00
 5.0475000e+02  0.0000000e+00  0.0000000e+00
 5.0525000e+02  0.0000000e+00  0.0000000e+00
 5.0575000e+02  0.0000000e+00  0.0000000e+00
 5.0625000e+02  0.0000000e+00  0.0000000e+00
 5.0675000e+02  0.0000000e+00  0.0000000e+00
 5.0725000e+02  0.0000000e+00  0.0000000e+00
 5.0775000e+02  0.0000000e+00  0.0000000e+00
 5.0825000e+02  0.0000000e+00  0.0000000e+00
 5.0875000e+02  0.0000000e+00  0.0000000e+00
 5.0925000e+02  0.0000000e+00  0.0000000e+00
 5.0975000e+02  0.0000000e+00  0.0000000e+00
 5.1025000e+02  0.0000000e+00  0.0000000e+00
 5.1075000e+02  0.0000000e+00  0.0000000e+00
 5.1125000e+02  0.0000000e+00  0.0000000e+00
 5.1175000e+02  0.0000000e+00  0.0000000e+00
 5.1225000e+02  0.0000000e+00  0.0000000e+00
 5.1275000e+02  0.0000000e+00  0.0000000e+00
 5.1325000e+02  0.0000000e+00  0.0000000e+00
 5.1375000e+02  0.0000000e+00  0.0000000e+00
 5.1425000e+02  0.0000000e+00  0.0000000e+00
 5.1475000e+02  0.0000000e+00  0.0000000e+00
 5.1525000e+02  0.0000000e+00  0.0000000e+00
 5.1575000e+02  0.0000000e+00  0.0000000e+00
 5.1625000e+02  0.0000000e+00  0.0000000e+00
 5.1675000e+02  0.0000000e+00  0.0000000e+00
 5.1725000e+02  0.0000000e+00  0.0000000e+00
 5.1775000e+02  0.0000000e+00  0.0000000e+00
 5.1825000e+02  0.0000000e+00  0.0000000e+00
 5.1875000e+02  0.0000000e+00  0.0000000e+00
 5.1925000e+02  0.0000000e+00  0.0000000e+00
 5.1975000e+02  0.0000000e+00  0.0000000e+00
 5.2025000e+02  0.0000000e+00  0.0000000e+00
 5.2075000e+02  0.0000000e+00  0.0000000e+00
 5.2125000e+02  0.0000000e+00  0.0000000e+00
 5.2175000e+02  0.0000000e+00  0.0000000e+00
 5.2225000e+02  0.0000000e+00  0.0000000e+00
 5.2275000e+02  0.0000000e+00  0.0000000e+00
 5.2325000e+02  0.0000000e+00  0.0000000e+00
 5.2375000e+02  0.0000000e+00  0.0000000e+00
 5.2425000e+02  0.0000000e+00  0.0000000e+00
 5.2475000e+02  0.0000000e+00  0.0000000e+00
 5.2525000e+02  0.0000000e+00  0.0000000e+00
 5.2575000e+02  0.0000000e+00  0.0000000e+00
 5.2625000e+02  0.0000000e+00  0.0000000e+00
 5.2675000e+02  0.0000000e+00  0.0000000e+00
 5.2725000e+02  0.0000000e+00  0.0000000e+00
 5.2775000e+02  0.0000000e+00  0.0000000e+00
 5.2825000e+02  0.0000000e+00  0.0000000e+00
 5.2875000e+02  0.0000000e+00  0.0000000e+00
 5.2925000e+02  0.0000000e+00  0.0000000e+00
 5.2975000e+02  0.0000000e+00  0.0000000e+00
 5.3025000e+02  0.0000000e+00  0.0000000e+00
 5.3075000e+02  0.0000000e+00  0.0000000e+00
 5.3125000e+02  0.0000000e+00  0.0000000e+00
 5.3175000e+02  0.0000000e+00  0.0000000e+00
 5.3225000e+02  0.0000000e+00  0.0000000e+00
 5.3275000e+02  0.0000000e+00  0.0000000e+00
 5.3325000e+02  0.0000000e+00  0.0000000e+00
 5.3375000e+02  0.0000000e+00  0.0000000e+00
 5.3425000e+02  0.0000000e+00  0.0000000e+00
 5.3475000e+02  0.0000000e+00  0.0000000e+00
 5.3525000e+02  0.0000000e+00  0.0000000e+00
 5.3575000e+02  0.0000000e+00  0.0000000e+00
 5.3625000e+02  0.0000000e+00  0.0000000e+00
 5.3675000e+02  0.0000000e+00  0.0000000e+00
 5.3725000e+02  0.0000000e+00  0.0000000e+00
 5.3775000e+02  0.0000000e+00  0.0000000e+00
 5.3825000e+02  0.0000000e+00  0.0000000e+00
 5.3875000e+02  0.0000000e+00  0.0000000e+00
 5.3925000e+02  0.0000000e+00  0.0000000e+00
 5.3975000e+02  0.0000000e+00  0.0000000e+00
 5.4025000e+02  0.0000000e+00  0.0000000e+00
 5.4075000e+02  0.0000000e+00  0.0000000e+00
