# refraction=1, step 0, on-axis |x|<5 d_e
# z/d_e   P_abs [W/m^3]   n_e/n_cr
 4.3250000e+01  1.2306408e+24  8.9193665e-01
 4.3750000e+01  1.3174927e+24  8.8133509e-01
 4.4250000e+01  1.3628069e+24  8.7051350e-01
 4.4750000e+01  1.4414488e+24  8.5994212e-01
 4.5250000e+01  1.5042409e+24  8.4923417e-01
 4.5750000e+01  1.5423471e+24  8.3861044e-01
 4.6250000e+01  1.6118730e+24  8.2788863e-01
 4.6750000e+01  1.6481823e+24  8.1715760e-01
 4.7250000e+01  1.7144901e+24  8.0681947e-01
 4.7750000e+01  1.7442394e+24  7.9594686e-01
 4.8250000e+01  1.7716611e+24  7.8558485e-01
 4.8750000e+01  1.7926321e+24  7.7509028e-01
 4.9250000e+01  1.8264810e+24  7.6462629e-01
 4.9750000e+01  1.8768576e+24  7.5409168e-01
 5.0250000e+01  1.8790543e+24  7.4372617e-01
 5.0750000e+01  1.8848683e+24  7.3331047e-01
 5.1250000e+01  1.9386711e+24  7.2309542e-01
 5.1750000e+01  1.9550720e+24  7.1282409e-01
 5.2250000e+01  1.9422942e+24  7.0243343e-01
 5.2750000e+01  1.9370705e+24  6.9243097e-01
 5.3250000e+01  1.9161064e+24  6.8233487e-01
 5.3750000e+01  1.9100045e+24  6.7207228e-01
 5.4250000e+01  1.9261349e+24  6.6230586e-01
 5.4750000e+01  1.9424710e+24  6.5220266e-01
 5.5250000e+01  1.9424575e+24  6.4244624e-01
 5.5750000e+01  1.8870213e+24  6.3244991e-01
 5.6250000e+01  1.8209915e+24  6.2283743e-01
 5.6750000e+01  1.8102764e+24  6.1305241e-01
 5.7250000e+01  1.8305550e+24  6.0347849e-01
 5.7750000e+01  1.8386103e+24  5.9374264e-01
 5.8250000e+01  1.7953218e+24  5.8446211e-01
 5.8750000e+01  1.7849423e+24  5.7496499e-01
 5.9250000e+01  1.7129034e+24  5.6569412e-01
 5.9750000e+01  1.6810079e+24  5.5633342e-01
 6.0250000e+01  1.6342553e+24  5.4712302e-01
 6.0750000e+01  1.6093894e+24  5.3803938e-01
 6.1250000e+01  1.5843418e+24  5.2894305e-01
 6.1750000e+01  1.5541196e+24  5.2009857e-01
 6.2250000e+01  1.4860267e+24  5.1106293e-01
 6.2750000e+01  1.4192967e+24  5.0244067e-01
 6.3250000e+01  1.4342423e+24  4.9366569e-01
 6.3750000e+01  1.3951788e+24  4.8500350e-01
 6.4250000e+01  1.3835474e+24  4.7644635e-01
 6.4750000e+01  1.3633077e+24  4.6813346e-01
 6.5250000e+01  1.2842078e+24  4.5948495e-01
 6.5750000e+01  1.2662788e+24  4.5137319e-01
 6.6250000e+01  1.2226748e+24  4.4314662e-01
 6.6750000e+01  1.1895233e+24  4.3499210e-01
 6.7250000e+01  1.1564466e+24  4.2707020e-01
 6.7750000e+01  1.0848755e+24  4.1900929e-01
 6.8250000e+01  1.0609580e+24  4.1126418e-01
 6.8750000e+01  1.0414265e+24  4.0351306e-01
 6.9250000e+01  1.0036515e+24  3.9585278e-01
 6.9750000e+01  9.8516115e+23  3.8823601e-01
 7.0250000e+01  9.6541493e+23  3.8084350e-01
 7.0750000e+01  9.2644795e+23  3.7333916e-01
 7.1250000e+01  8.9367759e+23  3.6610414e-01
 7.1750000e+01  8.4438158e+23  3.5895370e-01
 7.2250000e+01  7.9075711e+23  3.5178544e-01
 7.2750000e+01  7.6063288e+23  3.4479998e-01
 7.3250000e+01  7.2807508e+23  3.3785639e-01
 7.3750000e+01  7.2695467e+23  3.3104221e-01
 7.4250000e+01  7.0823035e+23  3.2425467e-01
 7.4750000e+01  6.8579996e+23  3.1769621e-01
 7.5250000e+01  6.4900282e+23  3.1111827e-01
 7.5750000e+01  6.1168567e+23  3.0464288e-01
 7.6250000e+01  5.8691878e+23  2.9831386e-01
 7.6750000e+01  5.5217361e+23  2.9201046e-01
 7.7250000e+01  5.4339431e+23  2.8585800e-01
 7.7750000e+01  5.2822991e+23  2.7971976e-01
 7.8250000e+01  5.1151515e+23  2.7372026e-01
 7.8750000e+01  4.7895346e+23  2.6796443e-01
 7.9250000e+01  4.6673700e+23  2.6199446e-01
 7.9750000e+01  4.4633688e+23  2.5634592e-01
 8.0250000e+01  4.2620822e+23  2.5062317e-01
 8.0750000e+01  4.0116040e+23  2.4516862e-01
 8.1250000e+01  3.8887582e+23  2.3967586e-01
 8.1750000e+01  3.7446554e+23  2.3423486e-01
 8.2250000e+01  3.5686640e+23  2.2910800e-01
 8.2750000e+01  3.3700051e+23  2.2388060e-01
 8.3250000e+01  3.2772069e+23  2.1873056e-01
 8.3750000e+01  3.1402017e+23  2.1374269e-01
 8.4250000e+01  2.9740946e+23  2.0879557e-01
 8.4750000e+01  2.8269352e+23  2.0392862e-01
 8.5250000e+01  2.6874846e+23  1.9922359e-01
 8.5750000e+01  2.5345991e+23  1.9452693e-01
 8.6250000e+01  2.4264416e+23  1.8995109e-01
 8.6750000e+01  2.3111602e+23  1.8541072e-01
 8.7250000e+01  2.1902116e+23  1.8104571e-01
 8.7750000e+01  2.1120354e+23  1.7666230e-01
 8.8250000e+01  2.0224999e+23  1.7237756e-01
 8.8750000e+01  1.8776400e+23  1.6820953e-01
 8.9250000e+01  1.7620285e+23  1.6408458e-01
 8.9750000e+01  1.7071997e+23  1.6009252e-01
 9.0250000e+01  1.6140322e+23  1.5609008e-01
 9.0750000e+01  1.5533603e+23  1.5225278e-01
 9.1250000e+01  1.4413630e+23  1.4845285e-01
 9.1750000e+01  1.3554297e+23  1.4470738e-01
 9.2250000e+01  1.2859874e+23  1.4108264e-01
 9.2750000e+01  1.2638380e+23  1.3746552e-01
 9.3250000e+01  1.2121053e+23  1.3398064e-01
 9.3750000e+01  1.1477130e+23  1.3052338e-01
 9.4250000e+01  1.0530931e+23  1.2719545e-01
 9.4750000e+01  9.9015144e+22  1.2387586e-01
 9.5250000e+01  9.5095468e+22  1.2065173e-01
 9.5750000e+01  9.1292905e+22  1.1752098e-01
 9.6250000e+01  8.5916402e+22  1.1439842e-01
 9.6750000e+01  8.1896835e+22  1.1138843e-01
 9.7250000e+01  7.7294415e+22  1.0841234e-01
 9.7750000e+01  7.3194420e+22  1.0552796e-01
 9.8250000e+01  6.8416919e+22  1.0269720e-01
 9.8750000e+01  6.5654799e+22  9.9897695e-02
 9.9250000e+01  6.2131304e+22  9.7218271e-02
 9.9750000e+01  5.9642624e+22  9.4567616e-02
 1.0025000e+02  5.6188554e+22  9.1964995e-02
 1.0075000e+02  5.2345668e+22  8.9442493e-02
 1.0125000e+02  4.9811319e+22  8.6949918e-02
 1.0175000e+02  4.7232389e+22  8.4544342e-02
 1.0225000e+02  4.4369995e+22  8.2185696e-02
 1.0275000e+02  4.0559860e+22  7.9879364e-02
 1.0325000e+02  3.7806042e+22  7.7624784e-02
 1.0375000e+02  3.7145180e+22  7.5420067e-02
 1.0425000e+02  3.4770263e+22  7.3278759e-02
 1.0475000e+02  3.2709110e+22  7.1181722e-02
 1.0525000e+02  3.1045948e+22  6.9131821e-02
 1.0575000e+02  2.9107114e+22  6.7147845e-02
 1.0625000e+02  2.7725944e+22  6.5177119e-02
 1.0675000e+02  2.6011844e+22  6.3297763e-02
 1.0725000e+02  2.4316423e+22  6.1428337e-02
 1.0775000e+02  2.2941178e+22  5.9630925e-02
 1.0825000e+02  2.1506003e+22  5.7860771e-02
 1.0875000e+02  2.0353141e+22  5.6148416e-02
 1.0925000e+02  1.9214967e+22  5.4472847e-02
 1.0975000e+02  1.8032810e+22  5.2843729e-02
 1.1025000e+02  1.7266065e+22  5.1248228e-02
 1.1075000e+02  1.6012236e+22  4.9700294e-02
 1.1125000e+02  1.4772908e+22  4.8195066e-02
 1.1175000e+02  1.4005643e+22  4.6722067e-02
 1.1225000e+02  1.3311317e+22  4.5297800e-02
 1.1275000e+02  1.2597080e+22  4.3894923e-02
 1.1325000e+02  1.1891255e+22  4.2540167e-02
 1.1375000e+02  1.1078622e+22  4.1214552e-02
 1.1425000e+02  1.0287546e+22  3.9942430e-02
 1.1475000e+02  9.4515835e+21  3.8688634e-02
 1.1525000e+02  8.6685344e+21  3.7466517e-02
 1.1575000e+02  8.3358492e+21  3.6287680e-02
 1.1625000e+02  7.9068847e+21  3.5140511e-02
 1.1675000e+02  7.3771386e+21  3.4014839e-02
 1.1725000e+02  6.7736840e+21  3.2931436e-02
 1.1775000e+02  6.2934539e+21  3.1875371e-02
 1.1825000e+02  5.9036371e+21  3.0843403e-02
 1.1875000e+02  5.5946909e+21  2.9844954e-02
 1.1925000e+02  5.1917140e+21  2.8873683e-02
 1.1975000e+02  4.8402507e+21  2.7937807e-02
 1.2025000e+02  4.5549260e+21  2.7013447e-02
 1.2075000e+02  4.3937500e+21  2.6128160e-02
 1.2125000e+02  4.1286180e+21  2.5263566e-02
 1.2175000e+02  3.8233708e+21  2.4427818e-02
 1.2225000e+02  3.5436283e+21  2.3611641e-02
 1.2275000e+02  3.2568473e+21  2.2821442e-02
 1.2325000e+02  3.0518753e+21  2.2051470e-02
 1.2375000e+02  2.8129061e+21  2.1315368e-02
 1.2425000e+02  2.6946943e+21  2.0588947e-02
 1.2475000e+02  2.5516282e+21  1.9888448e-02
 1.2525000e+02  2.3689512e+21  1.9209376e-02
 1.2575000e+02  2.1741537e+21  1.8557824e-02
 1.2625000e+02  2.0224246e+21  1.7914411e-02
 1.2675000e+02  1.9068943e+21  1.7292411e-02
 1.2725000e+02  1.7618760e+21  1.6701230e-02
 1.2775000e+02  1.6375411e+21  1.6117395e-02
 1.2825000e+02  1.5215698e+21  1.5551584e-02
 1.2875000e+02  1.4035482e+21  1.5006227e-02
 1.2925000e+02  1.3055798e+21  1.4480912e-02
 1.2975000e+02  1.2433791e+21  1.3966496e-02
 1.3025000e+02  1.1686697e+21  1.3473622e-02
 1.3075000e+02  1.0618664e+21  1.2994429e-02
 1.3125000e+02  9.8508203e+20  1.2529106e-02
 1.3175000e+02  9.1269012e+20  1.2075492e-02
 1.3225000e+02  8.7328803e+20  1.1646129e-02
 1.3275000e+02  7.8961329e+20  1.1223536e-02
 1.3325000e+02  7.2895656e+20  1.0816042e-02
 1.3375000e+02  7.0128905e+20  1.0422350e-02
 1.3425000e+02  6.4235955e+20  1.0043295e-02
 1.3475000e+02  5.9680648e+20  9.6732109e-03
 1.3525000e+02  5.5080163e+20  9.3181772e-03
 1.3575000e+02  4.9181957e+20  8.9736674e-03
 1.3625000e+02  4.5962408e+20  8.6412719e-03
 1.3675000e+02  4.2751018e+20  8.3188955e-03
 1.3725000e+02  4.0294312e+20  8.0084366e-03
 1.3775000e+02  3.8138327e+20  7.7097957e-03
 1.3825000e+02  3.4929541e+20  7.4189143e-03
 1.3875000e+02  3.2299780e+20  7.1378218e-03
 1.3925000e+02  3.0157380e+20  6.8690873e-03
 1.3975000e+02  2.8169097e+20  6.6072286e-03
 1.4025000e+02  2.6048730e+20  6.3540162e-03
 1.4075000e+02  2.3336179e+20  6.1130533e-03
 1.4125000e+02  2.1663261e+20  5.8764614e-03
 1.4175000e+02  2.0324262e+20  5.6505477e-03
 1.4225000e+02  1.8418924e+20  5.4317495e-03
 1.4275000e+02  1.7199629e+20  5.2216133e-03
 1.4325000e+02  1.5919744e+20  5.0173395e-03
 1.4375000e+02  1.4690302e+20  4.8238852e-03
 1.4425000e+02  1.3436179e+20  4.6329474e-03
 1.4475000e+02  1.2248515e+20  4.4498505e-03
 1.4525000e+02  1.1585314e+20  4.2743367e-03
 1.4575000e+02  1.0776798e+20  4.1061053e-03
 1.4625000e+02  9.8917172e+19  3.9427403e-03
 1.4675000e+02  9.0264800e+19  3.7853446e-03
 1.4725000e+02  8.0907497e+19  3.6335057e-03
 1.4775000e+02  7.3800332e+19  3.4872860e-03
 1.4825000e+02  7.0719950e+19  3.3484779e-03
 1.4875000e+02  6.3088926e+19  3.2119141e-03
 1.4925000e+02  5.8436067e+19  3.0813978e-03
 1.4975000e+02  5.5155193e+19  2.9573605e-03
 1.5025000e+02  4.9550103e+19  2.8351074e-03
 1.5075000e+02  4.7503637e+19  2.7197629e-03
 1.5125000e+02  4.3880975e+19  2.6083656e-03
 1.5175000e+02  3.9726938e+19  2.5002196e-03
 1.5225000e+02  3.6379559e+19  2.3974538e-03
 1.5275000e+02  3.3990343e+19  2.2978891e-03
 1.5325000e+02  3.0582714e+19  2.2022635e-03
 1.5375000e+02  2.7249329e+19  2.1096820e-03
 1.5425000e+02  2.4357407e+19  2.0219196e-03
 1.5475000e+02  2.3516495e+19  1.9372525e-03
 1.5525000e+02  2.1536960e+19  1.8547736e-03
 1.5575000e+02  2.0014671e+19  1.7771302e-03
 1.5625000e+02  1.8453473e+19  1.7016218e-03
 1.5675000e+02  1.6736853e+19  1.6288344e-03
 1.5725000e+02  1.5216471e+19  1.5595407e-03
 1.5775000e+02  1.3874616e+19  1.4934632e-03
 1.5825000e+02  1.2708462e+19  1.4286356e-03
 1.5875000e+02  1.1769694e+19  1.3669072e-03
 1.5925000e+02  1.0859045e+19  1.3086010e-03
 1.5975000e+02  9.6079625e+18  1.2512728e-03
 1.6025000e+02  8.9753434e+18  1.1969833e-03
 1.6075000e+02  8.2585097e+18  1.1448656e-03
 1.6125000e+02  7.5595225e+18  1.0948782e-03
 1.6175000e+02  6.9507646e+18  1.0467346e-03
 1.6225000e+02  6.3823334e+18  1.0007725e-03
 1.6275000e+02  5.7076297e+18  9.5629102e-04
 1.6325000e+02  5.1507691e+18  9.1449825e-04
 1.6375000e+02  4.7620032e+18  8.7361986e-04
 1.6425000e+02  4.3077801e+18  8.3474849e-04
 1.6475000e+02  3.9838534e+18  7.9738518e-04
 1.6525000e+02  3.6037705e+18  7.6167710e-04
 1.6575000e+02  3.3507026e+18  7.2741771e-04
 1.6625000e+02  3.0935946e+18  6.9475549e-04
 1.6675000e+02  2.7905358e+18  6.6334714e-04
 1.6725000e+02  2.5121431e+18  6.3323889e-04
 1.6775000e+02  2.3293202e+18  6.0440745e-04
 1.6825000e+02  2.1324282e+18  5.7688506e-04
 1.6875000e+02  1.9326549e+18  5.5052560e-04
 1.6925000e+02  1.7339236e+18  5.2526487e-04
 1.6975000e+02  1.5763594e+18  5.0105021e-04
 1.7025000e+02  1.4177953e+18  4.7811847e-04
 1.7075000e+02  1.2721235e+18  4.5592073e-04
 1.7125000e+02  1.1621039e+18  4.3471756e-04
 1.7175000e+02  1.0850722e+18  4.1446885e-04
 1.7225000e+02  9.8036315e+17  3.9521588e-04
 1.7275000e+02  8.9118046e+17  3.7665434e-04
 1.7325000e+02  7.8443233e+17  3.5900120e-04
 1.7375000e+02  7.2080443e+17  3.4214506e-04
 1.7425000e+02  6.7007024e+17  3.2598738e-04
 1.7475000e+02  6.1008092e+17  3.1054553e-04
 1.7525000e+02  5.4977786e+17  2.9584569e-04
 1.7575000e+02  5.1360692e+17  2.8178341e-04
 1.7625000e+02  4.6082750e+17  2.6827341e-04
 1.7675000e+02  4.1986931e+17  2.5545207e-04
 1.7725000e+02  3.7401535e+17  2.4324038e-04
 1.7775000e+02  3.3011589e+17  2.3150520e-04
 1.7825000e+02  3.0636299e+17  2.2035062e-04
 1.7875000e+02  2.7737545e+17  2.0967327e-04
 1.7925000e+02  2.5209847e+17  1.9949807e-04
 1.7975000e+02  2.2765762e+17  1.8984244e-04
 1.8025000e+02  2.0739305e+17  1.8055143e-04
 1.8075000e+02  1.8858076e+17  1.7173658e-04
 1.8125000e+02  1.6868884e+17  1.6327423e-04
 1.8175000e+02  1.2481596e+17  1.4698998e-04
 1.8225000e+02  9.0732557e+15  3.3753326e-05
 1.8275000e+02  0.0000000e+00  0.0000000e+00
 1.8325000e+02  0.0000000e+00  0.0000000e+00
 1.8375000e+02  0.0000000e+00  0.0000000e+00
 1.8425000e+02  0.0000000e+00  0.0000000e+00
 1.8475000e+02  0.0000000e+00  0.0000000e+00
 1.8525000e+02  0.0000000e+00  0.0000000e+00
 1.8575000e+02  0.0000000e+00  0.0000000e+00
 1.8625000e+02  0.0000000e+00  0.0000000e+00
 1.8675000e+02  0.0000000e+00  0.0000000e+00
 1.8725000e+02  0.0000000e+00  0.0000000e+00
 1.8775000e+02  0.0000000e+00  0.0000000e+00
 1.8825000e+02  0.0000000e+00  0.0000000e+00
 1.8875000e+02  0.0000000e+00  0.0000000e+00
 1.8925000e+02  0.0000000e+00  0.0000000e+00
 1.8975000e+02  0.0000000e+00  0.0000000e+00
 1.9025000e+02  0.0000000e+00  0.0000000e+00
 1.9075000e+02  0.0000000e+00  0.0000000e+00
 1.9125000e+02  0.0000000e+00  0.0000000e+00
 1.9175000e+02  0.0000000e+00  0.0000000e+00
 1.9225000e+02  0.0000000e+00  0.0000000e+00
 1.9275000e+02  0.0000000e+00  0.0000000e+00
 1.9325000e+02  0.0000000e+00  0.0000000e+00
 1.9375000e+02  0.0000000e+00  0.0000000e+00
 1.9425000e+02  0.0000000e+00  0.0000000e+00
 1.9475000e+02  0.0000000e+00  0.0000000e+00
 1.9525000e+02  0.0000000e+00  0.0000000e+00
 1.9575000e+02  0.0000000e+00  0.0000000e+00
 1.9625000e+02  0.0000000e+00  0.0000000e+00
 1.9675000e+02  0.0000000e+00  0.0000000e+00
 1.9725000e+02  0.0000000e+00  0.0000000e+00
 1.9775000e+02  0.0000000e+00  0.0000000e+00
 1.9825000e+02  0.0000000e+00  0.0000000e+00
 1.9875000e+02  0.0000000e+00  0.0000000e+00
 1.9925000e+02  0.0000000e+00  0.0000000e+00
 1.9975000e+02  0.0000000e+00  0.0000000e+00
 2.0025000e+02  0.0000000e+00  0.0000000e+00
 2.0075000e+02  0.0000000e+00  0.0000000e+00
 2.0125000e+02  0.0000000e+00  0.0000000e+00
 2.0175000e+02  0.0000000e+00  0.0000000e+00
 2.0225000e+02  0.0000000e+00  0.0000000e+00
 2.0275000e+02  0.0000000e+00  0.0000000e+00
 2.0325000e+02  0.0000000e+00  0.0000000e+00
 2.0375000e+02  0.0000000e+00  0.0000000e+00
 2.0425000e+02  0.0000000e+00  0.0000000e+00
 2.0475000e+02  0.0000000e+00  0.0000000e+00
 2.0525000e+02  0.0000000e+00  0.0000000e+00
 2.0575000e+02  0.0000000e+00  0.0000000e+00
 2.0625000e+02  0.0000000e+00  0.0000000e+00
 2.0675000e+02  0.0000000e+00  0.0000000e+00
 2.0725000e+02  0.0000000e+00  0.0000000e+00
 2.0775000e+02  0.0000000e+00  0.0000000e+00
 2.0825000e+02  0.0000000e+00  0.0000000e+00
 2.0875000e+02  0.0000000e+00  0.0000000e+00
 2.0925000e+02  0.0000000e+00  0.0000000e+00
 2.0975000e+02  0.0000000e+00  0.0000000e+00
 2.1025000e+02  0.0000000e+00  0.0000000e+00
 2.1075000e+02  0.0000000e+00  0.0000000e+00
 2.1125000e+02  0.0000000e+00  0.0000000e+00
 2.1175000e+02  0.0000000e+00  0.0000000e+00
 2.1225000e+02  0.0000000e+00  0.0000000e+00
 2.1275000e+02  0.0000000e+00  0.0000000e+00
 2.1325000e+02  0.0000000e+00  0.0000000e+00
 2.1375000e+02  0.0000000e+00  0.0000000e+00
 2.1425000e+02  0.0000000e+00  0.0000000e+00
 2.1475000e+02  0.0000000e+00  0.0000000e+00
 2.1525000e+02  0.0000000e+00  0.0000000e+00
 2.1575000e+02  0.0000000e+00  0.0000000e+00
 2.1625000e+02  0.0000000e+00  0.0000000e+00
 2.1675000e+02  0.0000000e+00  0.0000000e+00
 2.1725000e+02  0.0000000e+00  0.0000000e+00
 2.1775000e+02  0.0000000e+00  0.0000000e+00
 2.1825000e+02  0.0000000e+00  0.0000000e+00
 2.1875000e+02  0.0000000e+00  0.0000000e+00
 2.1925000e+02  0.0000000e+00  0.0000000e+00
 2.1975000e+02  0.0000000e+00  0.0000000e+00
 2.2025000e+02  0.0000000e+00  0.0000000e+00
 2.2075000e+02  0.0000000e+00  0.0000000e+00
 2.2125000e+02  0.0000000e+00  0.0000000e+00
 2.2175000e+02  0.0000000e+00  0.0000000e+00
 2.2225000e+02  0.0000000e+00  0.0000000e+00
 2.2275000e+02  0.0000000e+00  0.0000000e+00
 2.2325000e+02  0.0000000e+00  0.0000000e+00
 2.2375000e+02  0.0000000e+00  0.0000000e+00
 2.2425000e+02  0.0000000e+00  0.0000000e+00
 2.2475000e+02  0.0000000e+00  0.0000000e+00
 2.2525000e+02  0.0000000e+00  0.0000000e+00
 2.2575000e+02  0.0000000e+00  0.0000000e+00
 2.2625000e+02  0.0000000e+00  0.0000000e+00
 2.2675000e+02  0.0000000e+00  0.0000000e+00
 2.2725000e+02  0.0000000e+00  0.0000000e+00
 2.2775000e+02  0.0000000e+00  0.0000000e+00
 2.2825000e+02  0.0000000e+00  0.0000000e+00
 2.2875000e+02  0.0000000e+00  0.0000000e+00
 2.2925000e+02  0.0000000e+00  0.0000000e+00
 2.2975000e+02  0.0000000e+00  0.0000000e+00
 2.3025000e+02  0.0000000e+00  0.0000000e+00
 2.3075000e+02  0.0000000e+00  0.0000000e+00
 2.3125000e+02  0.0000000e+00  0.0000000e+00
 2.3175000e+02  0.0000000e+00  0.0000000e+00
 2.3225000e+02  0.0000000e+00  0.0000000e+00
 2.3275000e+02  0.0000000e+00  0.0000000e+00
 2.3325000e+02  0.0000000e+00  0.0000000e+00
 2.3375000e+02  0.0000000e+00  0.0000000e+00
 2.3425000e+02  0.0000000e+00  0.0000000e+00
 2.3475000e+02  0.0000000e+00  0.0000000e+00
 2.3525000e+02  0.0000000e+00  0.0000000e+00
 2.3575000e+02  0.0000000e+00  0.0000000e+00
 2.3625000e+02  0.0000000e+00  0.0000000e+00
 2.3675000e+02  0.0000000e+00  0.0000000e+00
 2.3725000e+02  0.0000000e+00  0.0000000e+00
 2.3775000e+02  0.0000000e+00  0.0000000e+00
 2.3825000e+02  0.0000000e+00  0.0000000e+00
 2.3875000e+02  0.0000000e+00  0.0000000e+00
 2.3925000e+02  0.0000000e+00  0.0000000e+00
 2.3975000e+02  0.0000000e+00  0.0000000e+00
 2.4025000e+02  0.0000000e+00  0.0000000e+00
 2.4075000e+02  0.0000000e+00  0.0000000e+00
 2.4125000e+02  0.0000000e+00  0.0000000e+00
 2.4175000e+02  0.0000000e+00  0.0000000e+00
 2.4225000e+02  0.0000000e+00  0.0000000e+00
 2.4275000e+02  0.0000000e+00  0.0000000e+00
 2.4325000e+02  0.0000000e+00  0.0000000e+00
 2.4375000e+02  0.0000000e+00  0.0000000e+00
 2.4425000e+02  0.0000000e+00  0.0000000e+00
 2.4475000e+02  0.0000000e+00  0.0000000e+00
 2.4525000e+02  0.0000000e+00  0.0000000e+00
 2.4575000e+02  0.0000000e+00  0.0000000e+00
 2.4625000e+02  0.0000000e+00  0.0000000e+00
 2.4675000e+02  0.0000000e+00  0.0000000e+00
 2.4725000e+02  0.0000000e+00  0.0000000e+00
 2.4775000e+02  0.0000000e+00  0.0000000e+00
 2.4825000e+02  0.0000000e+00  0.0000000e+00
 2.4875000e+02  0.0000000e+00  0.0000000e+00
 2.4925000e+02  0.0000000e+00  0.0000000e+00
 2.4975000e+02  0.0000000e+00  0.0000000e+00
 2.5025000e+02  0.0000000e+00  0.0000000e+00
 2.5075000e+02  0.0000000e+00  0.0000000e+00
 2.5125000e+02  0.0000000e+00  0.0000000e+00
 2.5175000e+02  0.0000000e+00  0.0000000e+00
 2.5225000e+02  0.0000000e+00  0.0000000e+00
 2.5275000e+02  0.0000000e+00  0.0000000e+00
 2.5325000e+02  0.0000000e+00  0.0000000e+00
 2.5375000e+02  0.0000000e+00  0.0000000e+00
 2.5425000e+02  0.0000000e+00  0.0000000e+00
 2.5475000e+02  0.0000000e+00  0.0000000e+00
 2.5525000e+02  0.0000000e+00  0.0000000e+00
 2.5575000e+02  0.0000000e+00  0.0000000e+00
 2.5625000e+02  0.0000000e+00  0.0000000e+00
 2.5675000e+02  0.0000000e+00  0.0000000e+00
 2.5725000e+02  0.0000000e+00  0.0000000e+00
 2.5775000e+02  0.0000000e+00  0.0000000e+00
 2.5825000e+02  0.0000000e+00  0.0000000e+00
 2.5875000e+02  0.0000000e+00  0.0000000e+00
 2.5925000e+02  0.0000000e+00  0.0000000e+00
 2.5975000e+02  0.0000000e+00  0.0000000e+00
 2.6025000e+02  0.0000000e+00  0.0000000e+00
 2.6075000e+02  0.0000000e+00  0.0000000e+00
 2.6125000e+02  0.0000000e+00  0.0000000e+00
 2.6175000e+02  0.0000000e+00  0.0000000e+00
 2.6225000e+02  0.0000000e+00  0.0000000e+00
 2.6275000e+02  0.0000000e+00  0.0000000e+00
 2.6325000e+02  0.0000000e+00  0.0000000e+00
 2.6375000e+02  0.0000000e+00  0.0000000e+00
 2.6425000e+02  0.0000000e+00  0.0000000e+00
 2.6475000e+02  0.0000000e+00  0.0000000e+00
 2.6525000e+02  0.0000000e+00  0.0000000e+00
 2.6575000e+02  0.0000000e+00  0.0000000e+00
 2.6625000e+02  0.0000000e+00  0.0000000e+00
 2.6675000e+02  0.0000000e+00  0.0000000e+00
 2.6725000e+02  0.0000000e+00  0.0000000e+00
 2.6775000e+02  0.0000000e+00  0.0000000e+00
 2.6825000e+02  0.0000000e+00  0.0000000e+00
 2.6875000e+02  0.0000000e+00  0.0000000e+00
 2.6925000e+02  0.0000000e+00  0.0000000e+00
 2.6975000e+02  0.0000000e+00  0.0000000e+00
 2.7025000e+02  0.0000000e+00  0.0000000e+00
 2.7075000e+02  0.0000000e+00  0.0000000e+00
 2.7125000e+02  0.0000000e+00  0.0000000e+00
 2.7175000e+02  0.0000000e+00  0.0000000e+00
 2.7225000e+02  0.0000000e+00  0.0000000e+00
 2.7275000e+02  0.0000000e+00  0.0000000e+00
 2.7325000e+02  0.0000000e+00  0.0000000e+00
 2.7375000e+02  0.0000000e+00  0.0000000e+00
 2.7425000e+02  0.0000000e+00  0.0000000e+00
 2.7475000e+02  0.0000000e+00  0.0000000e+00
 2.7525000e+02  0.0000000e+00  0.0000000e+00
 2.7575000e+02  0.0000000e+00  0.0000000e+00
 2.7625000e+02  0.0000000e+00  0.0000000e+00
 2.7675000e+02  0.0000000e+00  0.0000000e+00
 2.7725000e+02  0.0000000e+00  0.0000000e+00
 2.7775000e+02  0.0000000e+00  0.0000000e+00
 2.7825000e+02  0.0000000e+00  0.0000000e+00
 2.7875000e+02  0.0000000e+00  0.0000000e+00
 2.7925000e+02  0.0000000e+00  0.0000000e+00
 2.7975000e+02  0.0000000e+00  0.0000000e+00
 2.8025000e+02  0.0000000e+00  0.0000000e+00
 2.8075000e+02  0.0000000e+00  0.0000000e+00
 2.8125000e+02  0.0000000e+00  0.0000000e+00
 2.8175000e+02  0.0000000e+00  0.0000000e+00
 2.8225000e+02  0.0000000e+00  0.0000000e+00
 2.8275000e+02  0.0000000e+00  0.0000000e+00
 2.8325000e+02  0.0000000e+00  0.0000000e+00
 2.8375000e+02  0.0000000e+00  0.0000000e+00
 2.8425000e+02  0.0000000e+00  0.0000000e+00
 2.8475000e+02  0.0000000e+00  0.0000000e+00
 2.8525000e+02  0.0000000e+00  0.0000000e+00
 2.8575000e+02  0.0000000e+00  0.0000000e+00
 2.8625000e+02  0.0000000e+00  0.0000000e+00
 2.8675000e+02  0.0000000e+00  0.0000000e+00
 2.8725000e+02  0.0000000e+00  0.0000000e+00
 2.8775000e+02  0.0000000e+00  0.0000000e+00
 2.8825000e+02  0.0000000e+00  0.0000000e+00
 2.8875000e+02  0.0000000e+00  0.0000000e+00
 2.8925000e+02  0.0000000e+00  0.0000000e+00
 2.8975000e+02  0.0000000e+00  0.0000000e+00
 2.9025000e+02  0.0000000e+00  0.0000000e+00
 2.9075000e+02  0.0000000e+00  0.0000000e+00
 2.9125000e+02  0.0000000e+00  0.0000000e+00
 2.9175000e+02  0.0000000e+00  0.0000000e+00
